id,official_name,alias_name,total_leaf_node
07004057,แขวงทางหลวงกระบี่,,0
07004058,แขวงทางหลวงกรุงเทพ,,0
07004059,แขวงทางหลวงกาญจนบุรี,,0
07004060,แขวงทางหลวงกาฬสินธุ์,,0
07004061,แขวงทางหลวงกำแพงเพชร,,0
07004062,แขวงทางหลวงขอนแก่นที่ 1,,0
07004063,แขวงทางหลวงขอนแก่นที่ 2 (ชุมแพ),,0
07004064,แขวงทางหลวงขอนแก่นที่ 3 (บ้านไผ่),,0
07004065,แขวงทางหลวงจันทบุรี,,0
07004066,แขวงทางหลวงฉะเชิงเทรา,,0
07004067,แขวงทางหลวงชลบุรีที่ 1,['แขวงทางหลวงลพบุรีที่ 1'],0
07004068,แขวงทางหลวงชลบุรีที่ 2,,0
07004069,แขวงทางหลวงชัยนาท,,0
07004070,แขวงทางหลวงชัยภูมิ,,0
07004071,แขวงทางหลวงชุมพร,,0
07004072,แขวงทางหลวงตรัง,,0
07004073,แขวงทางหลวงตราด,,0
07004074,แขวงทางหลวงตากที่ 1,['แขวงทางหลวงเลยที่ 1'],0
07004075,แขวงทางหลวงตากที่ 2 (แม่สอด),,0
07004076,แขวงทางหลวงธนบุรี,,0
07004077,แขวงทางหลวงนครนายก,,0
07004078,แขวงทางหลวงนครปฐม,,0
07004079,แขวงทางหลวงนครพนม,,0
07004080,แขวงทางหลวงนครราชสีมาที่ 1,,0
07004081,แขวงทางหลวงนครราชสีมาที่ 2,,0
07004082,แขวงทางหลวงนครราชสีมาที่ 3,,0
07004083,แขวงทางหลวงนครศรีธรรมราชที่ 1,,0
07004084,แขวงทางหลวงนครศรีธรรมราชที่ 2 (ทุ่งสง),,0
07004085,แขวงทางหลวงนครสวรรค์ที่ 1,,0
07004086,แขวงทางหลวงนครสวรรค์ที่ 2 (ตากฟ้า),,0
07004087,แขวงทางหลวงนนทบุรี,,0
07004088,แขวงทางหลวงนราธิวาส,,0
07004089,แขวงทางหลวงน่านที่ 1,,0
07004090,แขวงทางหลวงน่านที่ 2,,0
07004091,แขวงทางหลวงบึงกาฬ,,0
07004092,แขวงทางหลวงบุรีรัมย์,,0
07004093,แขวงทางหลวงปทุมธานี,,0
07004094,แขวงทางหลวงประจวบคีรีขันธ์ (หัวหิน),,0
07004095,แขวงทางหลวงปราจีนบุรี,,0
07004096,แขวงทางหลวงปัตตานี,,0
07004097,แขวงทางหลวงพะเยา,,0
07004098,แขวงทางหลวงพังงา,,0
07004099,แขวงทางหลวงพัทลุง,,0
07004100,แขวงทางหลวงพิจิตร,,0
07004101,แขวงทางหลวงพิษณุโลกที่ 1,,0
07004102,แขวงทางหลวงพิษณุโลกที่ 2 (วังทอง),,0
07004103,แขวงทางหลวงพิเศษระหว่างเมือง,,0
07004104,แขวงทางหลวงภูเก็ต,,0
07004105,แขวงทางหลวงมหาสารคาม,,0
07004106,แขวงทางหลวงมุกดาหาร,,0
07004107,แขวงทางหลวงยะลา,,0
07004108,แขวงทางหลวงยโสธร,,0
07004109,แขวงทางหลวงระนอง,,0
07004110,แขวงทางหลวงระยอง,,0
07004111,แขวงทางหลวงราชบุรี,,0
07004112,แขวงทางหลวงร้อยเอ็ด,,0
07004113,แขวงทางหลวงลพบุรีที่ 2 (ลำนารายณ์),,0
07004114,แขวงทางหลวงลำปางที่ 1,['แขวงทางหลวงสงขลาที่ 1'],0
07004115,แขวงทางหลวงลำปางที่ 2,,0
